-2.451006014397202060e-01 5.918803171368816063e-01 6.429365879128876582e-01 -1.735001807197672496e-01 9.709058932160642696e-02 -2.932917874391612056e-02 -7.925993542941182080e-01 -3.538076426214913361e-01 -5.883010828478234533e-01 0.000000000000000000e+00
-7.168255615844432160e-01 1.509458692785670686e-01 6.081435256096748843e-01 1.874329136261836670e-01 4.337766780272596656e-01 -1.674717724836877475e-01 -8.277343516853036265e-01 -3.538076426214913361e-01 -5.883010828478234533e-01 0.000000000000000000e+00
-2.286067217143433195e-01 -2.409958621510426835e-01 7.055641000586704292e-01 -3.138630507431928174e-01 -5.830299008101405556e-02 1.088134149958555064e-01 -5.185463746428695675e-01 -3.538076426214913361e-01 -5.883010828478234533e-01 0.000000000000000000e+00
-3.077773443959910815e-01 -1.675067875079920832e-01 6.568538128341727678e-01 -4.141222436170681753e-01 5.503218625792251073e-01 7.811506083146194102e-02 -6.239513668164267113e-01 -3.538076426214913361e-01 -5.883010828478234533e-01 0.000000000000000000e+00
-7.893986323759839552e-01 -7.554193846524098754e-01 6.498952003735301020e-01 3.478476222243843119e-01 4.078777481268290317e-01 2.162576545712335541e-01 -6.239513668164267113e-01 -3.538076426214913361e-01 2.082200062079428093e+00 0.000000000000000000e+00
-3.044785684509010437e-01 -1.307622501864645903e-01 6.429365879128876582e-01 -6.146406293648188912e-01 5.632713275294495281e-01 1.241625920780523584e-01 -5.536813720340556522e-01 -3.538076426214913361e-01 -5.883010828478234533e-01 0.000000000000000000e+00
-2.615944811650237622e-01 -3.144849367940954488e-01 6.498952003735301020e-01 -7.951071765377940581e-01 7.575133017827069271e-01 1.088134149958555064e-01 -5.044923756863955999e-01 -3.538076426214913361e-01 -5.883010828478234533e-01 0.000000000000000000e+00
2.728072219360432871e-01 7.756030037445104108e-01 6.290193629916026596e-01 -1.534483421449921725e-01 -7.446246324425634944e-01 9.346423791365879308e-02 -4.623303788169724204e-01 -3.538076426214913361e-01 -5.883010828478234533e-01 0.000000000000000000e+00
-2.648932571101138000e-01 -4.982076234017264182e-01 6.429365879128876582e-01 -1.735001807197672496e-01 4.337766780272596656e-01 1.088134149958555064e-01 -3.920603840346013613e-01 -3.538076426214913361e-01 5.415263246213981585e-01 0.000000000000000000e+00
-8.718680310027218106e-01 -8.411566384026356591e-01 5.455160134638921132e-01 2.275365907757338491e-01 7.057154419818455482e-01 2.623051858178241380e-01 -6.098973678599528547e-01 -3.538076426214913361e-01 1.876776897085023599e+00 0.000000000000000000e+00
