-1.450380503041737157e+00 -7.522080126048558135e-01 4.527717517660695412e-01 5.434601091207627022e-01 1.691491784722324310e-01 -3.482479751721893058e-01 -6.153828213358792931e-01 -1.049099497711041939e+00 -8.652924155838909170e-01 -4.943324106721492806e-01 -9.177396086607644277e-01 2.380099480522580302e-01 -1.402225250537426360e-01 -1.952176679921999169e-01 0.000000000000000000e+00
-1.450380503041737157e+00 -1.689750004912806136e-01 -6.032256556615643861e-01 -1.782279115625855281e+00 -9.175061498948364758e-01 -3.482479751721893058e-01 -2.911562068005016934e-01 -1.049099497711041939e+00 -8.652924155838909170e-01 -4.943324106721492806e-01 1.089633694092462690e+00 2.380099480522580302e-01 5.569271064221109624e-01 -1.952176679921999169e-01 0.000000000000000000e+00
-1.450380503041737157e+00 -8.366122111741142175e-01 1.357912386704041241e+00 -1.782279115625855281e+00 -6.458423178030692213e-01 -8.502204749496755642e-01 -6.646891728550841094e-01 9.531984355934121078e-01 1.155678683864586498e+00 1.768074195900447121e+00 1.089633694092462690e+00 2.380099480522580302e-01 -1.069755367021547166e+00 -1.952176679921999169e-01 1.000000000000000000e+00
6.894742434159865097e-01 -9.632185090280015460e-01 6.881083168499421143e-01 5.434601091207627022e-01 -3.741784857113020224e-01 -3.482479751721893058e-01 -7.898948208149886296e-02 9.531984355934121078e-01 1.155678683864586498e+00 2.385094179511155765e+00 -9.177396086607644277e-01 2.380099480522580302e-01 -7.211805512836207965e-01 -1.648919388474607839e-01 1.000000000000000000e+00
-1.450380503041737157e+00 -1.329532730818583142e+00 -8.375565089288391496e-01 5.434601091207627022e-01 1.691491784722324310e-01 1.659642023937755839e+00 -2.164496135895851991e-01 9.531984355934121078e-01 1.155678683864586498e+00 -8.298575493167725803e-02 -9.177396086607644277e-01 2.380099480522580302e-01 -4.887973407916694213e-01 -1.952176679921999169e-01 1.000000000000000000e+00
6.894742434159865097e-01 -1.195330055093462462e+00 3.522005701062947969e-01 5.434601091207627022e-01 -1.189169981986603508e+00 -3.482479751721893058e-01 -6.273358762496259455e-01 -1.049099497711041939e+00 -8.652924155838909170e-01 -4.943324106721492806e-01 -9.177396086607644277e-01 2.380099480522580302e-01 -7.211805512836207965e-01 -1.760241685335042494e-01 0.000000000000000000e+00
-1.450380503041737157e+00 2.286343135888446287e+00 -5.812985106558576920e-02 5.434601091207627022e-01 9.841406747475340833e-01 1.659642023937755839e+00 2.437430005896603913e-01 9.531984355934121078e-01 1.155678683864586498e+00 7.397075565492668980e-01 -9.177396086607644277e-01 2.380099480522580302e-01 -8.199434157426997993e-01 -8.773407102350425091e-02 1.000000000000000000e+00
6.894742434159865097e-01 -3.166823479874827929e-01 -7.540824281512263916e-01 -1.782279115625855281e+00 -1.460833814078370763e+00 1.659642023937755839e+00 2.317899456759137666e-01 -1.049099497711041939e+00 -8.652924155838909170e-01 -4.943324106721492806e-01 -9.177396086607644277e-01 2.380099480522580302e-01 -4.726924085696215805e-02 -9.214857589900424251e-02 0.000000000000000000e+00
-1.450380503041737157e+00 2.039882876066211548e+00 4.688631408316334404e-01 5.434601091207627022e-01 -9.175061498948364758e-01 1.659642023937755839e+00 1.352388843839661181e+00 9.531984355934121078e-01 1.155678683864586498e+00 1.226875729385587532e-01 1.089633694092462690e+00 2.380099480522580302e-01 -4.887973407916694213e-01 -1.856209182628520693e-01 0.000000000000000000e+00
6.894742434159865097e-01 1.618894579002124468e-01 -6.032256556615643861e-01 5.434601091207627022e-01 1.799132171022835847e+00 1.659642023937755839e+00 6.800295049414126769e-01 9.531984355934121078e-01 1.155678683864586498e+00 3.283609008087948200e-01 1.089633694092462690e+00 2.380099480522580302e-01 4.000684393400439354e-01 -3.072937763117816745e-02 1.000000000000000000e+00
