-5.283596117263187342e-01 9.618766712454477341e-01 -1.391472277660575241e+00 -4.532184067380511383e-01 -2.437066865923299686e-01 -4.661925171277335189e-01 -3.791326888959120622e-01 5.582744625309729036e-01 1.288642916709892061e+00 -5.792065221278775988e-01 -9.602461068947518719e-01 2.000000000000000000e+00
-2.985474337867380923e-01 1.967442454140912345e+00 -1.391472277660575241e+00 4.341614479349769490e-02 2.238751961971435223e-01 8.726382318679613004e-01 6.243632277859998414e-01 2.826076774093757432e-02 -7.199332966852555193e-01 1.289504006827336680e-01 -5.847771110397104177e-01 2.000000000000000000e+00
-2.985474337867380923e-01 1.297065265543936086e+00 -1.186070429293037520e+00 -1.694272344343090708e-01 9.635286452728704376e-02 -8.366944598610641382e-02 2.290466545476708693e-01 1.342635066989328885e-01 -3.311766102216806007e-01 -4.808883001991928752e-02 -5.847771110397104177e-01 2.000000000000000000e+00
1.654856078699699973e+00 -1.384443488843968728e+00 1.484153599484951958e+00 -4.532184067380511383e-01 -2.649604085373060136e-01 1.075920895847071040e-01 4.115004575807457710e-01 6.642772014889681831e-01 -9.791044209943071674e-01 -4.611803683261095910e-01 -5.847771110397104177e-01 3.000000000000000000e+00
-5.283596117263187342e-01 9.618766712454477341e-01 -1.391472277660575241e+00 -4.532184067380511383e-01 -2.437066865923299686e-01 -4.661925171277335189e-01 -3.791326888959120622e-01 5.582744625309729036e-01 1.288642916709892061e+00 -5.792065221278775988e-01 -9.602461068947518719e-01 2.000000000000000000e+00
-5.283596117263187342e-01 7.384176083797893142e-01 -1.391472277660575241e+00 -5.241661998139865997e-01 -2.649604085373060136e-01 -2.749309815569199178e-01 -1.966788858628371883e-01 5.582744625309729036e-01 1.288642916709892061e+00 -5.792065221278775988e-01 -9.602461068947518719e-01 2.000000000000000000e+00
-2.410943893018424877e-01 4.032290140813009627e-01 -1.083369505109268882e+00 -6.660617859658576334e-01 -3.924827402071621729e-01 -8.366944598610641382e-02 3.810914904085666577e-01 -1.837447101751118750e-01 -7.200548591262875830e-02 -1.169337291136720358e+00 -9.602461068947518719e-01 2.000000000000000000e+00
-5.858126562112143665e-01 6.825528426633745704e-01 -1.391472277660575241e+00 -9.498529582695998119e-01 -4.774976279870664642e-01 -8.366944598610641382e-02 -7.744492621342409233e-01 -1.137769360797128426e+00 5.111295437827392263e-01 -1.110324214235836493e+00 -3.970426131121904678e-01 4.000000000000000000e+00
-2.985474337867380923e-01 2.914994826484714752e-01 -1.288771353476806381e+00 -3.822706136621156214e-01 -3.074678524272581037e-01 -6.574540526985469535e-01 -8.656761636507785962e-01 2.826076774093757432e-02 3.167512005509490192e-01 -5.201934452269939557e-01 -8.663788579309920079e-01 4.000000000000000000e+00
-4.709065672414236570e-01 -1.554186430828458088e-01 4.571443576472635217e-01 2.526588902451240681e+00 -3.499752963172104159e-01 1.075920895847071040e-01 1.688677078812270027e+00 5.582744625309729036e-01 2.519584194736874672e-01 8.371073234933449347e-01 7.229363170661093352e-02 2.000000000000000000e+00
