1.720969609999758732e-01 -8.176990080831342267e-02 2.132802017909171122e-01 2.821349169460011463e+00 -3.535500035907672423e-02 5.699315768602505328e-01 7.445650346214290893e-01 2.331512014648182252e+00 -1.246921281067429499e+00 -3.491842573077406087e-01 -1.393152459929912323e+00 3.000000000000000000e+00
-6.575011275547076872e-01 2.158956318257420903e-01 4.800112127957929797e-02 -9.447652731293461059e-01 1.477470792166663827e-01 -1.253018661544390788e+00 -1.496846242074300060e-01 -9.154171642028967326e-03 7.400286396601012395e-01 1.341846559310476026e-03 -8.242756777407457269e-01 3.000000000000000000e+00
1.475751100157334905e+00 1.745194340303858616e-02 5.438383628135936565e-01 1.002821899975437636e-01 1.935225991106021559e-01 -3.121411191419952713e-01 -9.733356257603263950e-01 3.586648004892920572e-01 4.751019835630968524e-01 -4.368157832745034330e-01 -3.366670072928884538e-01 3.000000000000000000e+00
4.091249863013141641e-01 -4.786572776537212914e-01 -1.172779592317589603e-01 4.157682166018877856e-01 5.597267582620880644e-01 6.875412696605500695e-01 1.121091206759895931e+00 5.258552423671855047e-01 1.148033539334042744e-02 -7.873418871415545084e-01 -4.992032307755072118e-01 3.000000000000000000e+00
4.091249863013141641e-01 -4.786572776537212914e-01 -1.172779592317589603e-01 4.157682166018877856e-01 5.597267582620880644e-01 6.875412696605500695e-01 1.121091206759895931e+00 5.258552423671855047e-01 1.148033539334042744e-02 -7.873418871415545084e-01 -4.992032307755072118e-01 3.000000000000000000e+00
1.475751100157334905e+00 1.745194340303858616e-02 5.438383628135936565e-01 1.002821899975437636e-01 1.935225991106021559e-01 -3.121411191419952713e-01 -9.733356257603263950e-01 3.586648004892920572e-01 4.751019835630968524e-01 -4.368157832745034330e-01 -3.366670072928884538e-01 3.000000000000000000e+00
-7.760151402053762082e-01 4.143393202484461635e-01 -1.439510603322463833e+00 1.200000666603151939e-01 -3.535500035907672423e-02 -3.121411191419952713e-01 -5.555308117281324704e-02 2.917886237381495107e-01 -5.475132863090922258e-02 -1.739212053742152930e-01 -7.430075659994365145e-01 3.000000000000000000e+00
1.720969609999758732e-01 -8.176990080831342267e-02 2.132802017909171122e-01 2.821349169460011463e+00 -3.535500035907672423e-02 5.699315768602505328e-01 7.445650346214290893e-01 2.331512014648182252e+00 -1.246921281067429499e+00 -3.491842573077406087e-01 -1.393152459929912323e+00 3.000000000000000000e+00
-6.575011275547076872e-01 2.158956318257420903e-01 4.800112127957929797e-02 -9.447652731293461059e-01 1.477470792166663827e-01 -1.253018661544390788e+00 -1.496846242074300060e-01 -9.154171642028967326e-03 7.400286396601012395e-01 1.341846559310476026e-03 -8.242756777407457269e-01 3.000000000000000000e+00
1.475751100157334905e+00 -5.778791218650732864e-01 7.917569835806004264e-01 -9.644831497921175778e-01 -8.113052025301249748e-02 -4.297508119422946415e-01 -2.202832814833925179e-01 -7.603034839317149296e-02 2.101753274660952686e-01 -3.491842573077406087e-01 3.947459983788981774e-01 3.000000000000000000e+00
1.475751100157334905e+00 -8.176990080831342267e-02 6.264779030692623207e-01 -9.743420881235032027e-01 -5.846612390863054065e-01 -1.429433200744840038e+00 -1.773453741554568808e+00 -1.079172999660420684e+00 -1.313152945091679236e+00 6.147625283266506813e-01 1.207427115791994243e+00 2.000000000000000000e+00
2.068321163410680175e+00 -4.786572776537212914e-01 5.438383628135936565e-01 -4.321004798972868932e-01 -4.931101992984338600e-01 -1.076604122343941539e+00 -6.909409966564761252e-01 2.249124469870069642e-01 -3.196779847279136999e-01 3.518679504263620417e-01 -6.617394542581271910e-01 2.000000000000000000e+00
1.238723074855997641e+00 -9.747664987104812662e-01 2.959197420465862205e-01 -1.023636779780431993e+00 -2.642325998287552991e-01 -1.135408968744091140e+00 -1.491059112450718649e+00 -6.779159391535284351e-01 -5.475132863090922258e-02 1.228183210093990008e+00 2.322097748962795583e-01 2.000000000000000000e+00
-3.019590896027007365e-01 -1.173210187133184812e+00 5.438383628135936565e-01 -9.644831497921175778e-01 -8.113052025301249748e-02 7.463461160606998934e-01 1.091771191377660377e-01 -9.454206461581357024e-01 2.329588576242128450e+00 2.642364244595992173e-01 1.532499562757232869e+00 4.000000000000000000e+00
1.712779125458674390e+00 1.406557762361965169e+00 2.361908248438312707e+00 2.535439957849825010e+00 -2.642325998287552991e-01 3.347121912596516813e-01 7.916308061387375972e-01 2.064007307643612066e+00 -1.379384609115931637e+00 1.578709313961041527e+00 -6.617394542581271910e-01 2.000000000000000000e+00
-3.019590896027007365e-01 -1.073988342921832873e+00 3.785592823022552733e-01 -9.644831497921175778e-01 -6.304367589802412075e-01 -4.297508119422946415e-01 -6.203423393805137520e-01 -8.785444694069931559e-01 4.088703195388472267e-01 5.271310023598879679e-01 7.198184453441368591e-01 4.000000000000000000e+00
-6.575011275547076872e-01 2.001888827630076584e+00 -2.431185086390492689e+00 -1.043354656443203465e+00 1.042051953485905597e-02 -3.121411191419952713e-01 -9.262698542430178872e-01 -4.104112321489212234e-01 3.426386555145975454e-01 -1.137867991008606028e+00 -7.430075659994365145e-01 3.000000000000000000e+00
-7.760151402053762082e-01 3.787882023434411938e+00 1.204954684858945635e+00 -1.023636779780431993e+00 -7.677633186620482775e-01 -3.709459655421449842e-01 -1.491059112450718649e+00 -1.614182413669635219e+00 9.387236317328561119e-01 -8.749734131083174438e-01 1.857572009722471496e+00 5.000000000000000000e+00
